Text,entities,entity_types,Combined
"IA ( イア ) ( CCS , AI ) is a female vocal for CeVIO Creative Studio and CeVIO AI capable of speech and singing , originally released for VOCALOID3 in the "" - ARIA ON THE PLANETES - "" project .","['CeVIO Creative Studio', 'CeVIO', 'VOCALOID3']","['Application', 'Application', 'Application']","['AI', 'AI']"
The latest version of the consumer product is Fritz 18 Neuronal .,['Fritz'],['Application'],"['Fritz', 'Fritz 18']"
"Bubble Witch Saga used mechanics similar to the older game Puzzle Bobble , where players shot colored orbs to clear away matching orbs .",['Puzzle Bobble'],['Application'],"['Bubble Witch Saga', 'Puzzle Bobble']"
"It is based five years after the events of Chrono Trigger and features all the playable characters from the original game , who come together across different time periods to fight an enemy attempting to change the past .",['Chrono Trigger'],['Application'],['Chrono Trigger']
"Since sets of variables are only sent when retracing from nodes , the sets collected at nodes skipped by backjumping are automatically ignored .",['backjumping'],['Application'],[]
"Yoshida considered that the primary challenge would be policy and business-related rather than any technical challenge , but are open to working out cross-platform play on a per-game basis .",['cross-platform play'],['Application'],['cross platform']
On smartphones this can be a custom Android distribution or another mobile operating system .,['custom Android distribution'],['Application'],"['smartphones', 'Android distribution', 'mobile operating system']"
"Over the years , the same version of this technology would be ported to other operating systems , including OS/2 , Windows 95 and Windows NT . In 1995 , Hilgraeve licensed a low-end version of HyperACCESS , known as HyperTerminal , to Microsoft for use in their set of communications utilities .","['OS/2', 'Windows 95', 'Windows NT', 'Hilgraeve', 'HyperACCESS', 'HyperTerminal']","['Application', 'Application', 'Device', 'Protocol', 'Protocol', 'Protocol']","['HyperACCESS', 'HyperTerminal', 'OS / 2', 'Windows 95', 'Windows NT', 'Hilgraeve', 'HyperACCESS', 'HyperTerminal']"
The Xbox network is available in 42 countries .,['Xbox network'],['Application'],['Xbox']
"also known as Pro Yakyū : Family Stadium and Famista , is a series of baseball sports video games initially developed and released by Namco in Japan , and later developed and published by Bandai Namco Entertainment .","['Pro Yakyū : Family Stadium', 'Famista', 'baseball']","['Application', 'Application', 'Application']","['Pro Yakyū : Family Stadium', 'baseball']"
"The proportion of PC buyers prepared to spend six times as much to buy CP/M -86 was very small , and the limited availability of compatible application software , at first in Digital Research 's favor , was only temporary . Digital Research fought a long losing battle to promote CP/M -86 and its multi-tasking multi-user successors MP/M -86 and Concurrent CP/M -86 , and eventually decided that they could not beat the Microsoft-IBM lead in application software availability , so they modified Concurrent CP/M -86 to allow it to run the same applications as MS-DOS and PCDOS . This was shown publicly in December 1983 and shipped in March 1984 as Concurrent DOS 3.1 ( a.k.a.","['CP/M -86', 'CP/M -86', 'MP/M -86', 'Concurrent CP/M -86', 'Concurrent CP/M -86', 'MS-DOS', 'PCDOS', 'DOS']","['Operating_System', 'Operating_System', 'Operating_System', 'Operating_System', 'Operating_System', 'Application', 'Operating_System', 'Device']","['CP/M -86', 'MP/M -86', 'Concurrent CP/M -86', 'MS-DOS', 'PCDOS', 'Concurrent DOS 3.1', 'CP / M - 86', 'CP / M - 86', 'MP / M - 86', 'Concurrent CP / M - 86', 'Concurrent CP / M - 86', 'MS - DOS', 'PCD', 'Concurrent DOS']"
"WASTE is a peer-to-peer and friend-to-friend protocol and software application developed by Justin Frankel at Nullsoft in 2003 that features instant messaging , chat rooms , and file browsing/sharing capabilities .",['instant messaging'],['Application'],"['WASTE', 'WAE', 'software application', 'instant messaging']"
"Rumble Roses featured only female wrestling characters , each with both a good ( Face ) and bad ( Heel ) persona for players to choose from ; the only limitation was that the good and bad version of the same character could not fight each other .",['Rumble Roses'],['Application'],['Rumble Roses']
The website later repossessed GIMP 's dormant account and hosted advertising-laden versions of GIMP for Windows .,['Windows'],['Application'],"['GIMP', 'GIMP', 'GIMP', 'Windows']"
This means the number of logical drives that can be formed within an extended partition is limited only by the amount of available disk space in the given extended partition .,"['logical drives', 'extended partition', 'extended partition']","['Application', 'Application', 'Application']","['logical drives', 'extended partition', 'extended partition']"
"Ogami 's foreign travels portrayed in Sakura Wars 3 were intended to continue into the next entry , but due to the discontinuation of the Dreamcast , the concept was reworked and Sakura Wars 4 : Fall in Love , Maidens released in 2002 as the culmination of the series on Sega consoles . The Paris Assault Group were later featured in the 2004 spin-off title Sakura Wars Story : Mysterious Paris for the PlayStation 2 .","['Sakura Wars 3', 'the Dreamcast', 'Sakura Wars 4 : Fall in Love , Maidens', 'Sakura Wars', 'PlayStation 2']","['Application', 'Operating_System', 'Application', 'Application', 'Device']","['Sakura Wars 3', 'the Dreamcast', 'Sakura Wars 4 : Fall in Love , Maidens', 'Sakura Wars Story : Mysterious Paris', 'PlayStation 2']"
"Another game , Steins ; Gate : Linear Bounded Phenogram , was released in April 2013 .",['Steins ; Gate : Linear Bounded Phenogram'],['Application'],['Steins ; Gate : Linear Bounded Phenogram']
"A key element was retaining the humorous elements from the first game , such as anachronistic elements and silly enemy designs .",['the first game'],['Application'],[]
"One important difference between the two modules is that mod_gzip includes its own gzip implementation , whereas mod_gz relies on an external zlib library .",['gzip'],['Application'],"['gzip', 'gzip', 'zlib']"
ESPN Final Round Golf 2002 is a golf video game developed and published by Konami .,"['ESPN Final Round Golf 2002', 'golf']","['Application', 'Application']","['ESPN Final Round Golf 2002', 'golf']"
"Facebook pledged to remove InfoWars content making the claim , although InfoWars videos pushing the false claims were left up , even though Facebook had been contacted about the videos .","['Facebook', 'Facebook']","['Application', 'Application']","['Facebook', 'Facebook']"
"When making the series made the transition to 3D , the combat system of Ocarina of Time was based on the chanbara ( samurai ) style of Japanese sword fighting .","['Ocarina of Time', 'samurai']","['Application', 'Application']",['Ocarina of Time']
"Quintessential Player began life in 1997 as a CD-only player for Windows , when it was known as Quintessential CD Player ( hence the ' QCD ' moniker associated with the player ) .","['Quintessential Player', 'Windows', 'CD']","['Application', 'Application', 'Device']","['Quintessential Player', 'Quintessential CD Player', 'Q Player', 'Windows']"
"In 2001 , Seaman was re-released in Japan for the PlayStation 2 as , the first edition of which came with a microphone .","['Seaman', 'PlayStation 2', 'microphone']","['Application', 'Device', 'Application']","['microphone', 'Seaman', 'PlayStation 2']"
"In geographic information systems , channels are often referred to as raster bands .",['geographic information systems'],['Application'],"['geographic information systems', 'raster bands']"
The Australian Government had a policy to develop a lifetime electronic health record for all its citizens .,['electronic health record'],['Application'],['electronic health record']
Summoner 's Rift is the flagship game mode of League of Legends and the most prominent in professional-level play .,['League of Legends'],['Application'],['League of Legends']
"Several installments later adopted Symphony of the Nights gameplay , and along with Super Metroid , it has popularized the Metroidvania genre .",['Super Metroid'],['Application'],"['Symphony of the Nights', 'Super Metroid', 'Metroidvania']"
"In Unix and other POSIX-compliant systems that support the POSIX terminal interface , these capabilities are encoded in databases that are configured by a system administrator and accessed from programs via the terminfo library ( which supersedes the older termcap library ) , upon which in turn are built libraries such as the curses and ncurses libraries , by which applications programs use the terminal capabilities to provide textual user interfaces with windows , dialogue boxes , buttons , labels , input fields , menus , and so forth .","['POSIX terminal interface', 'terminfo', 'termcap', 'curses', 'ncurses', 'terminal capabilities', 'textual user interfaces']","['Application', 'Device', 'Application', 'Device', 'Language', 'Application', 'Application']","['Unix', 'terminal interface', 'system administrator', 'term', 'library', 'termcap', 'library', 'libraries', 'curse', 'ncurses', 'libraries', 'terminal', 'user interfaces']"
"Starfall Online ( formerly Starfall Tactics ) is an MMO real-time strategy video game with wargame elements , that mixes intense tactical combat with in-depth spaceship customization .","['Starfall Online', 'Starfall Tactics', 'MMO', 'wargame']","['Protocol', 'Protocol', 'Application', 'Application']","['Starfall Online', 'Starfall Tactics']"
"A new update in November 2016 let users make their private messages "" disappear "" after being viewed by the recipient , with the sender receiving a notification if the recipient takes a screenshot .","['private messages', 'screenshot']","['Application', 'Application']",['screens']
