Text,entities,entity_types,UniNER
"PrivateCore vCage is a software offering that secures data-in-use ( memory ) to avoid bootkits and rootkits by verifying servers are in a known "" good "" state on bootup .",['rootkits'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"In addition to the techniques listed above , multiple other techniques exist for performing cross-site leak attacks .",['cross-site leak'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Directory traversal in its simplest form uses the ../ pattern .,['Directory traversal'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"While instructions that are part of an architecture extension ( such as SSE ) may frequently be irrelevant to program state , they cannot be used in a NOP slide targeting a computer on which the extension is not supported .",['NOP slide'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"As of 15 August 2018 , there seems to be no evidence of any serious hacking involving the Foreshadow vulnerabilities .",['Foreshadow'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
A common off-by-one error which results in a security-related bug is caused by misuse of the C standard library strncat routine .,['off-by-one error'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"They then call the Pacman gadget with condition = false , causing the branch to be mispredicted .",['Pacman'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"On November 1 , 2005 , a teenaged hacker used SQL injection to break into the site of a Taiwanese information security magazine from the Tech Target group and steal customers ' information .",['SQL injection'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"In computer security , arbitrary code execution ( ACE ) is an attacker 's ability to run any commands or code of the attacker 's choice on a target machine or in a target process .",['arbitrary code execution'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
HTTP Public Key Pinning ( HPKP ) is an obsolete Internet security mechanism delivered via an HTTP header which allows HTTPS websites to resist impersonation by attackers using misissued or otherwise fraudulent digital certificates .,"['HTTP Public Key Pinning', 'HPKP']","['Wiki_Exploit', 'Wiki_Exploit']","defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Because Heartbleed allowed attackers to disclose private keys , they must be treated as compromised ; key pairs must be regenerated , and certificates that use them must be reissued ; the old certificates must be revoked .",['Heartbleed'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Race conditions can also exist when a computer program is written with non-blocking sockets , in which case the performance of the program can be dependent on the speed of the network link .",['Race conditions'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"in their paper , "" Boosting the Guessing Attack Performance on Android Lock Patterns with Smudge Attacks , "" tested an attack method called smug that combined smudge attacks and pure guessing attacks .","['Smudge Attacks', 'smudge attacks']","['Wiki_Exploit', 'Wiki_Exploit']","defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"an administrator password which attacker does not know , cross-site cooking could be used to fool innocent users to unintentionally perform the attack .",['cross-site cooking'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"At link time , the path of the dynamic linker that should be used is embedded into the executable image .",['dynamic linker'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"While Spectre is simpler to exploit with a compiled language such as C or C++ by locally executing machine code , it can also be remotely exploited by code hosted on remote malicious web pages , for example interpreted languages like JavaScript , which run locally using a web browser .",['Spectre'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
This method is secure from smudge attacks and also does not need extra hardware .,['smudge attacks'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"On November 4 , 2013 , hacktivist group "" RaptorSwag "" allegedly compromised 71 Chinese government databases using an SQL injection attack on the Chinese Chamber of International Commerce .",['SQL injection attack'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Reptar is a CPU vulnerability discovered in late 2023 , affecting a number of recent families of Intel x86 CPUs .",['Reptar'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Additionally , if the alignment of both the NOP slide and the instruction pointer are deterministic , multi-byte instructions can be used in a NOP slide without regard to the results of unaligned execution .","['NOP slide', 'NOP slide']","['Wiki_Exploit', 'Wiki_Exploit']","defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"This classification represents the state of SQLI , respecting its evolution until 2010 — further refinement is underway .",['SQLI'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"After an apparent SQL injection attack on TalkTalk in 2015 , the BBC reported that security experts were stunned that such a large company would be vulnerable to it .",['SQL injection attack'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Stack-smashing protection was first implemented by StackGuard in 1997 , and published at the 1998 USENIX Security Symposium .",['StackGuard'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Since "" spyware "" has become a common pejorative , some makers have filed libel and defamation actions when their products have been so described .",['spyware'],['CWE_Other'],"defaultdict(<class 'list'>, {'CWE_Other': ['[]']})"
His work focuses on local area networks ( LANs ) in which three obvious covert channels ( two storage channel and one timing channel ) are identified .,['covert channels'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"On 16 April 2019 , researchers from UC San Diego and University of Virginia proposed Context-Sensitive Fencing , a microcode-based defense mechanism that surgically injects fences into the dynamic execution stream , protecting against a number of Spectre variants at just 8% degradation in performance .",['Spectre'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Certain mitigations of the Stagefright bug exist for devices that run unpatched versions of Android , including disabling the automatic retrieval of MMS messages and blocking the reception of text messages from unknown senders .",['Stagefright'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
A heap spray can be used to introduce a large amount of order to compensate for this and increase the chances of successful exploitation .,['heap spray'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"DoublePulsar runs in kernel mode , which grants cybercriminals a high level of control over the computer system .",['DoublePulsar'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"File locking is a common technique for preventing race conditions for a single file , but it does not extend to the file system namespace and other metadata , nor does locking work well with networked filesystems , and cannot prevent TOCTOU race conditions .",['TOCTOU'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"To detect spyware , computer users have found several practices useful in addition to installing anti-spyware programs .",['spyware'],['CWE_Other'],"defaultdict(<class 'list'>, {'CWE_Other': ['[]']})"
"If an attacker can successfully determine the location of one known instruction , the position of all others can be inferred and a return-oriented programming attack can be constructed .",['return-oriented programming'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
A 2007 xkcd cartoon involved a character Robert ' ) ; DROP TABLE Students ; -- named to carry out an SQL injection .,['SQL injection'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Spyware ( a portmanteau for spying software ) is any software with malicious behavior that aims to gather information about a person or organization and send it to another entity in a way that harms the user by violating their privacy , endangering their device 's security , or other means .",['Spyware'],['CWE_Other'],"defaultdict(<class 'list'>, {'CWE_Other': ['[]']})"
DNS leaks can be addressed in a number of ways :,['DNS leaks'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Since then , "" spyware "" has taken on its present sense .",['spyware'],['CWE_Other'],"defaultdict(<class 'list'>, {'CWE_Other': ['[]']})"
"Alternatively , some spoofed URLs are crafted for satirical purposes .",['spoofed URLs'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Since intrusion detection can detect signatures of simple shellcodes being sent over the network , it is often encoded , made self-decrypting or polymorphic to avoid detection .",['shellcodes'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"ARM has reported that the majority of their processors are not vulnerable , and published a list of the specific processors that are affected by the Spectre vulnerability : Cortex-R7 , Cortex-R8 , Cortex-A8 , Cortex-A9 , Cortex-A15 , Cortex-A17 , Cortex-A57 , Cortex-A72 , Cortex-A73 and ARM Cortex-A75 cores .",['Spectre vulnerability'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Contrary to many other security issues , the root cause of format string vulnerabilities is relatively easy to detect in x86-compiled executables : For printf-family functions , proper use implies a separate argument for the format string and the arguments to be formatted .",['format string vulnerabilities'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Such shellcode can be categorized based on how this connection is set up : if the shellcode establishes the connection it is called a "" reverse shell "" , or a connect-back shellcode because the shellcode connects back to the attacker 's machine .","['shellcode', 'shellcode', 'shellcode', 'shellcode']","['Wiki_Exploit', 'Wiki_Exploit', 'Wiki_Exploit', 'Wiki_Exploit']","defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"In relation to smudge attacks , this allows attackers to easily steal information since there is no other way to authenticate the user for who they actually are .",['smudge attacks'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Many web applications rely on session cookies for authentication between individual HTTP requests , and because client-side scripts generally have access to these cookies , simple XSS exploits can steal these cookies .",['XSS'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Inter-protocol exploitation is where one protocol attacks a service running a different protocol .,['Inter-protocol exploitation'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Typically , buffer overflow protection modifies the organization of data in the stack frame of a function call to include a "" canary "" value that , when destroyed , shows that a buffer preceding it in memory has been overflowed .",['buffer overflow protection'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"SSB is named Variant 4 , but it is the fifth variant in the Spectre-Meltdown class of vulnerabilities .","['SSB', 'Variant 4']","['Wiki_Exploit', 'Wiki_Exploit']","defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Stealware diverts the payment of affiliate marketing revenues from the legitimate affiliate to the spyware vendor .,['spyware'],['CWE_Other'],"defaultdict(<class 'list'>, {'CWE_Other': ['[]']})"
The CSRF token itself should be unique and unpredictable .,['CSRF'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"In early 2021 , 70 gigabytes of data was exfiltrated from the far-right website Gab through a SQL injection attack .",['SQL injection attack'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Moreover , SROP requires a minimal number of gadgets and allows constructing effective shellcodes by chaining system calls .",['SROP'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
